,gene_length
AT1G06960,1952.5
AT3G19150,1622.0
AT1G16530,1616.0
AT1G49005,2999.0
AT1G67170,2252.0
AT2G47670,990.0
AT5G22650,2404.0
AT1G04770,1576.0
AT1G69460,1569.0
AT2G12646,2144.0
AT3G49601,2305.0
AT2G15590,815.5
AT3G13380,4610.0
AT5G27870,3160.0
AT3G01020,1046.0
AT5G36130,835.0
AT1G79130,670.0
AT2G21870,2607.5
AT3G07565,2606.0
AT2G46380,3236.5
AT2G19800,2915.0
AT4G03410,2463.0
AT1G74290,2433.0
AT3G62090,2163.0
AT4G30170,1818.0
AT1G10730,2850.0
AT1G29840,2135.0
AT2G01022,2384.0
AT4G14600,1990.0
AT1G51560,2433.0
AT5G33210,838.0
AT1G33570,1498.0
AT1G67850,4243.0
AT3G22490,1163.0
AT5G04810,3960.0
AT2G01270,2833.0
AT1G36310,1763.5
AT5G30470,2363.0
AT1G34120,2933.0
AT2G03090,1866.0
AT5G47890,2234.0
AT5G35360,4339.0
AT1G69780,1994.0
AT3G52940,3169.0
AT4G33290,1293.0
AT3G06270,2204.0
AT5G01690,3185.0
AT5G55508,144.0
AT4G15070,2718.0
AT5G13530,9274.0
AT5G36280,309.0
AT2G17860,1078.0
AT5G61060,4249.0
AT3G42115,4083.0
AT4G19730,1112.0
AT4G20500,549.0
AT3G58130,2321.0
AT5G50380,2761.0
AT3G16160,1982.0
AT1G35420,1447.0
AT3G13228,1288.0
AT4G24520,4563.0
AT3G23730,1367.0
AT4G08830,3458.0
AT4G26330,3216.5
AT3G19880,1170.0
AT3G21370,3624.0
AT3G57900,294.0
AT1G08410,3297.0
AT1G25025,777.0
AT3G16350,2371.0
AT5G44050,4142.0
AT5G43695,433.0
AT3G26490,2801.0
AT2G21220,827.0
AT1G02065,2212.0
AT3G54990,2146.0
AT4G22065,414.0
AT4G23140,3009.5
AT5G28495,3784.0
AT5G57035,3342.0
AT3G09050,1494.0
AT5G08750,2753.0
AT1G29400,4591.0
AT1G43575,1036.0
AT1G50660,3823.0
AT4G31860,2561.0
AT5G07280,4026.0
AT5G26330,1435.0
AT1G68725,833.0
AT1G54780,1777.0
AT3G31373,2533.0
AT4G38780,9787.0
AT1G71390,2514.0
AT3G51180,2959.0
AT1G23465,1181.0
AT3G24020,979.0
AT3G58660,1595.0
AT1G64107,524.0
AT1G75900,2434.0
AT1G36950,1150.0
AT1G80770,2877.5
AT1G21760,2521.5
AT3G02800,1623.0
AT2G07628,584.0
AT2G14570,2138.0
AT2G22900,2290.0
AT3G56150,3724.0
AT5G03270,2621.0
AT1G52560,1329.0
AT3G14395,594.0
AT3G50450,1077.0
AT5G55820,7568.0
AT2G31840,2050.0
AT1G16060,2445.0
AT1G02270,3153.5
AT4G07334,4056.0
AT3G29643,3701.0
AT1G71980,2500.0
AT5G07370,1949.0
AT5G33395,1687.0
AT4G12880,954.5
AT4G34040,4587.0
AT1G27940,4807.0
AT2G42120,2990.5
AT1G07025,501.0
AT2G02480,4981.0
AT3G25710,1989.0
AT2G04395,1031.0
AT1G67600,1513.0
AT2G01400,1231.5
AT2G35965,1347.0
AT1G56580,1123.0
AT5G64620,1097.0
AT4G25270,1980.0
AT5G19620,4698.0
AT1G76440,1702.0
AT5G24600,1922.0
AT3G46990,2081.0
AT4G04920,7605.0
AT1G37036,480.0
AT1G65960,5536.0
AT3G21371,207.0
AT3G46470,1058.0
AT4G16800,2364.0
AT1G79110,1636.0
AT2G43910,2538.0
AT3G59490,1721.0
AT2G03890,3122.5
AT2G07708,1033.0
AT2G38560,2153.0
AT3G60120,3226.0
AT4G05490,1209.0
AT1G05680,1837.0
AT4G01925,1278.0
AT1G59124,4506.0
AT2G15450,1721.0
AT2G05084,1161.0
AT1G54310,1930.5
AT5G07475,900.0
AT2G37240,2001.0
AT2G14774,693.0
AT1G50440,2056.0
AT4G32105,874.0
AT1G59600,2418.0
AT3G24480,1682.0
AT1G20000,769.0
AT1G72730,2424.0
AT4G17960,1717.0
AT5G39690,2017.0
AT1G17640,2105.0
AT1G01570,2484.0
AT3G21600,1958.0
AT3G47300,1181.0
AT5G26622,1204.5
AT5G11050,1743.0
AT2G16720,1359.0
AT1G36260,2123.0
AT5G14070,806.0
AT1G34042,277.0
AT4G00893,1663.0
AT2G23970,1421.0
AT3G11850,2883.5
AT1G79340,2052.0
AT1G65190,1846.0
AT2G26350,3103.0
AT3G08636,180.0
AT2G21450,2947.0
AT3G10490,3191.5
AT2G42860,1414.0
AT1G56345,1497.5
AT1G66250,2862.0
AT2G25570,2337.0
AT5G36100,1946.5
AT4G08970,2200.0
AT3G07568,1580.0
AT5G02540,2549.0
AT2G20790,2988.5
AT4G28580,1601.0
AT5G35730,3375.0
AT5G38100,1325.0
AT5G54585,1275.0
AT1G69240,2431.0
AT3G09510,1455.0
AT4G04900,2106.5
AT4G06481,1758.0
AT2G10090,360.0
AT1G57765,1755.5
AT3G30815,1377.0
AT1G10800,803.0
AT2G11005,1067.0
AT1G26740,1672.0
AT2G41330,1572.0
AT2G32905,695.0
AT2G15145,897.0
AT1G78860,1689.0
AT2G31870,3946.0
AT5G63880,1738.5
AT2G43610,1560.0
AT1G27970,1551.5
AT4G36880,1826.0
AT5G21970,2122.0
AT2G37460,2833.0
AT1G80310,1937.0
AT2G17940,1135.0
AT1G28120,2631.0
AT1G07390,4928.0
AT1G36470,3847.0
AT1G72710,4534.0
AT2G19100,5115.0
AT2G28050,1783.0
AT3G01720,3821.0
AT1G75160,2420.0
AT3G29763,1518.0
AT4G35590,2039.0
AT4G38225,1566.0
AT5G22720,1610.0
AT1G05840,3550.0
AT1G32380,2787.0
AT5G28450,1319.0
AT1G55140,1961.0
AT2G26970,2225.5
AT3G03610,3029.0
AT3G54530,1672.0
AT2G15570,1759.5
AT5G27945,1595.0
AT5G08390,6315.0
AT3G56630,1872.0
AT5G58590,1873.0
AT4G32600,2775.0
AT5G59610,4032.0
AT1G03120,933.5
AT1G66390,1601.0
AT2G15560,2325.5
AT3G06660,2593.0
AT5G58880,3965.0
AT5G65950,5213.0
AT3G42580,5107.0
AT3G05040,7093.5
AT5G15120,2094.0
AT3G10730,2415.0
AT5G39710,2538.0
AT4G32060,2592.0
AT3G50373,463.0
AT3G44750,2045.0
AT4G18010,3485.0
AT1G13970,3196.0
AT1G50680,1014.0
AT3G59455,648.0
AT5G23780,2395.5
AT3G43444,4041.0
AT5G49130,2096.0
AT5G61360,1077.0
AT1G08340,1981.0
AT5G25620,3773.5
AT2G41680,2905.0
AT3G25610,4856.0
AT1G54850,1832.0
AT2G34840,1881.5
AT4G38890,3471.0
AT2G31340,4299.0
AT1G36980,2190.5
AT4G32720,2786.0
AT5G39250,2312.5
AT3G25480,1478.0
AT2G09187,6471.0
AT4G04270,2447.0
AT2G04380,1126.0
AT2G31981,114.0
AT2G31580,5085.0
AT4G09060,2721.5
AT5G50910,874.0
AT4G18250,3072.0
AT5G08100,1726.0
AT5G28870,2144.0
AT5G37980,1797.0
AT1G02860,2119.0
AT4G03865,732.0
AT1G79600,2817.0
AT5G34839,581.0
AT5G51190,965.0
AT4G27100,3255.5
AT2G31060,5523.0
AT3G03700,2056.0
AT1G54830,1468.0
AT3G09560,4866.5
AT1G10717,375.0
AT5G35918,986.0
AT1G52150,5077.0
AT5G52200,2208.0
AT1G75300,1546.0
AT4G11110,5621.0
AT4G21063,206.0
AT5G27610,5858.0
AT3G12650,802.0
AT2G21510,2136.0
AT5G34833,5568.0
AT3G21530,2019.5
AT1G01240,2122.0
AT1G11303,3185.0
AT2G35736,477.0
AT4G08593,1122.0
AT3G43930,2510.0
AT3G63140,1923.0
AT4G16442,1489.0
AT1G30240,5001.0
AT1G77950,3197.5
AT3G24070,1710.0
AT4G14716,1757.0
AT1G74860,2776.0
AT1G49040,9203.5
AT2G07440,930.0
AT4G23850,4968.0
AT2G17500,2500.0
AT5G19473,1674.0
AT4G23680,1466.0
AT4G36510,726.0
AT1G74820,772.0
AT3G19300,3263.0
AT1G23530,1139.0
AT2G43710,2972.5
AT1G62075,522.0
AT5G48470,2619.0
AT2G20060,2578.0
AT1G49190,2386.5
AT5G35736,963.0
AT1G23750,1477.5
AT1G80650,1481.0
AT1G76090,1635.0
AT5G16170,2035.0
AT5G48605,437.0
AT1G72130,2224.0
AT5G45730,2099.0
AT3G26680,3078.5
AT2G20210,3774.5
AT5G62740,2002.0
AT1G02840,3079.0
AT1G02305,2477.0
AT5G60460,1111.5
AT1G41746,2477.0
AT4G05180,1590.5
AT3G48750,3188.0
AT5G41315,4198.0
AT4G19200,2062.0
AT5G32143,738.0
AT5G24640,544.0
AT1G09330,2517.0
AT3G28130,3612.0
AT1G01650,4977.0
ATMG00210,558.0
AT1G78900,4875.5
AT5G20370,697.0
AT1G58225,1106.0
AT4G22930,2954.0
AT3G25270,1032.0
AT1G54450,3567.0
AT3G51660,1328.0
AT1G34510,1343.0
AT5G09410,6219.5
AT5G16320,1612.0
AT2G24660,4104.0
AT4G11400,2178.5
AT4G23710,1699.0
AT4G31370,1031.0
AT3G07000,2111.0
AT3G49420,2045.0
AT2G35690,3348.0
AT2G03350,1652.0
AT1G32505,870.0
AT3G22360,1480.0
AT5G60150,5498.0
AT1G18150,3488.0
AT4G37540,1533.0
AT2G40070,3513.0
AT5G49490,858.0
AT4G13540,1471.0
AT3G11480,2922.0
AT3G46930,2391.0
AT1G05500,4052.5
AT1G34670,1576.0
AT2G23320,1463.5
AT5G07180,5576.5
AT1G72460,2490.0
AT5G08590,2946.0
AT1G01130,1907.0
AT4G11040,1712.5
AT4G23020,2398.5
AT4G19645,2205.0
AT2G34560,2775.5
AT1G38460,3837.0
AT4G36930,2304.0
AT5G10770,2551.0
AT3G03590,1887.0
AT2G19990,832.0
AT5G02640,934.0
AT2G26030,2115.0
AT3G48600,1335.5
AT1G53940,1831.0
AT4G07820,827.0
AT2G42920,3271.0
AT3G14340,381.0
AT1G16410,2673.0
AT1G49700,1485.0
AT5G17830,2053.0
AT5G35940,2434.0
AT2G23480,2796.0
AT1G78040,1500.0
AT1G12935,429.0
AT2G35080,2204.0
AT3G03860,2624.0
AT4G36000,1571.0
AT1G12390,1760.0
AT4G17085,640.0
AT5G13290,2399.0
AT1G03650,1270.0
AT2G43870,2046.0
AT1G53530,1982.0
AT4G20920,4437.0
AT5G48450,2925.5
AT3G60380,2858.0
AT4G17480,2089.5
AT4G38770,2028.0
AT1G57570,3723.0
AT4G21640,3785.0
AT2G45230,4125.0
AT1G14470,1666.0
AT1G67623,1143.0
AT3G17261,108.0
AT5G48250,2514.0
AT1G71330,1156.0
AT3G22090,652.0
AT5G65685,3405.5
AT3G33100,2580.0
AT4G00026,2545.0
AT2G08986,8403.0
AT1G77885,1053.0
AT4G39480,2102.0
AT4G25450,4277.0
AT1G18190,3651.0
AT1G14640,2417.0
AT1G64840,1990.0
AT5G10020,3956.5
AT4G34070,2212.0
AT1G27840,3357.0
AT2G20400,2919.5
AT1G25430,5327.0
AT5G20000,3168.0
AT2G04490,4484.0
AT4G29230,5644.0
AT2G35920,5470.0
AT3G25190,1469.0
AT3G30668,8698.0
AT1G49340,12534.0
AT3G42255,3381.0
AT4G34980,2865.0
AT2G45450,1067.0
AT2G25290,3029.0
AT2G42360,1245.0
AT1G78920,5580.0
AT1G27350,1640.0
AT5G19920,4286.0
AT3G01430,1151.0
AT2G02103,1396.0
AT5G52460,1236.0
AT3G33112,2640.0
AT4G25320,2512.0
AT1G34370,2184.0
AT2G32890,1400.0
AT1G37040,4866.0
AT1G65630,2608.0
AT3G31390,1419.0
AT5G23870,4856.0
AT4G27880,1897.0
AT5G51280,2754.0
AT3G48470,5219.5
AT3G49530,2515.5
AT1G52450,4682.0
AT5G05000,2253.0
AT2G11480,3390.0
AT2G43745,1313.0
AT1G60783,938.0
AT5G34860,2080.0
AT2G17905,527.0
AT1G15390,1303.0
AT3G31450,2337.0
AT3G14180,2375.0
AT4G17040,4094.0
AT4G30850,2177.5
AT5G33406,2349.0
AT1G25270,2184.0
AT1G73660,5480.0
AT1G06410,4136.0
AT3G17611,1619.0
AT1G23860,2078.5
AT4G03970,5051.0
AT1G22970,1752.0
AT4G30750,1552.0
AT1G18600,2513.0
AT1G66670,2115.0
AT2G13570,1128.0
AT4G10520,3140.0
AT4G35300,3458.0
AT1G04280,3656.0
AT4G27340,2911.0
AT5G37715,423.0
AT5G67300,1985.0
AT5G62500,2670.0
AT1G16560,1951.0
AT1G24160,3291.5
AT2G25770,890.0
AT2G22990,3864.0
AT1G57660,1163.0
AT2G15350,1698.0
AT4G24530,2946.0
AT4G26310,2744.5
AT2G43580,1446.0
AT1G34650,4840.0
AT3G25880,917.5
AT5G58400,1857.0
AT1G22610,3327.0
AT3G62940,1897.0
AT5G28253,3368.0
AT4G07524,628.0
AT2G36440,380.0
AT1G11970,300.0
AT1G09230,2913.0
AT1G21738,234.0
AT1G65430,5510.0
AT5G52990,1467.0
AT2G04090,2409.0
AT3G42658,895.0
AT5G51500,2170.0
AT1G77830,593.0
AT1G11540,1781.0
AT4G11220,2126.0
AT5G20050,1834.0
AT5G28176,504.0
AT3G45245,351.0
AT3G20150,5783.5
AT5G12030,882.0
AT5G43065,4215.0
AT2G28815,1064.0
AT4G10830,3989.0
AT3G48080,2728.0
AT3G25240,1123.0
AT3G29570,984.0
AT3G02255,186.0
AT1G32250,653.0
AT1G51410,1995.0
AT5G44240,6743.0
AT4G07540,1772.0
AT3G26240,3305.0
AT4G33320,879.0
AT3G43175,3621.0
AT5G22060,2365.0
AT3G47440,1163.0
AT1G24330,3775.5
AT3G45820,954.0
AT2G06960,2681.0
AT1G42520,2253.0
AT1G27580,1269.0
AT4G22285,3947.0
AT1G65347,794.0
AT5G16910,5054.0
AT4G39650,2466.0
AT1G09157,856.0
AT5G64200,2421.0
AT4G35910,3255.0
AT1G43630,1506.0
AT5G04770,3668.0
AT4G23410,1556.0
AT2G16575,594.0
AT1G52130,2012.5
AT1G78680,2474.0
AT1G60400,1394.0
AT1G63430,4322.0
AT3G58610,3453.0
AT2G24320,1402.0
AT5G60980,3082.0
AT2G20595,544.0
AT5G57400,1484.0
AT1G51370,2242.0
AT4G24175,2093.5
AT4G30550,1455.0
AT2G45403,853.0
AT5G55370,1065.0
AT1G67560,4778.0
AT1G29040,1368.0
AT5G55565,3572.0
AT3G16990,1771.0
AT4G24820,3177.0
AT1G48230,3179.0
AT1G36922,855.5
AT1G55940,2244.0
AT5G52605,385.0
AT5G47970,3309.0
AT2G20580,5904.0
AT5G28700,1203.0
AT3G18215,2310.0
AT4G23080,3395.0
AT2G04690,1925.0
AT3G11945,3129.5
AT3G15240,2589.0
AT4G25570,2040.5
AT4G33780,1992.0
AT5G24355,760.0
AT3G47110,3851.0
AT1G19490,2530.0
AT2G47520,927.0
AT5G64480,904.0
AT5G64910,3398.0
AT4G08120,2221.0
AT5G56560,2262.0
AT4G29010,5244.0
AT2G33460,1822.0
AT3G55840,1872.0
AT3G59170,1633.0
AT1G28610,2439.0
AT1G63090,1906.0
AT1G73640,1456.0
AT5G49770,4798.0
AT4G20535,861.0
AT5G64540,2606.0
AT2G39320,1041.0
AT4G24970,5035.0
AT4G35410,1263.0
AT5G15980,2613.0
AT5G28415,4427.0
AT1G25886,4969.0
AT3G42621,1671.0
AT3G48231,641.0
AT4G38540,1907.0
AT4G22513,631.0
AT5G10780,1830.0
AT3G01070,1398.0
AT1G36000,475.0
AT1G01300,2062.0
AT4G28230,1529.0
AT5G13380,2603.0
AT2G37810,702.0
AT1G41690,1209.0
AT1G10320,4234.5
AT1G64350,1843.0
AT2G10540,3026.0
AT2G35280,823.0
AT1G20450,1654.0
AT2G24640,4273.5
AT4G25920,1398.0
AT2G35050,6254.5
AT3G23955,2275.5
AT2G39780,2606.5
AT5G41060,1974.0
AT2G32765,930.0
AT2G42730,2179.0
AT5G10920,2517.0
AT5G51980,2751.0
AT1G21850,2728.0
AT5G39980,2361.0
AT4G00910,4054.0
AT1G55980,1758.0
AT2G30240,3241.0
AT3G20220,629.0
AT4G20520,1947.0
AT5G09590,3315.0
AT1G24230,1097.0
AT2G38490,1296.0
AT3G24890,1592.0
AT5G13825,1086.0
AT5G01540,2494.0
AT2G20950,2842.5
AT3G52830,261.0
AT4G12490,786.0
AT5G32596,1886.0
AT5G12940,1458.0
AT1G45050,1677.5
AT2G23690,1070.0
AT1G36960,713.0
AT3G25905,757.0
AT1G36605,209.0
AT2G30730,1809.0
AT3G01950,545.0
AT3G59740,2072.0
AT1G08400,3030.0
AT5G52340,3492.0
AT3G21470,1658.0
AT5G64330,2638.0
AT1G56110,2680.0
AT1G68870,661.0
AT4G09660,2162.0
AT5G46020,2104.0
AT1G66400,975.0
AT1G48090,26435.0
AT1G73655,1470.0
AT4G25520,4315.0
AT4G29735,1807.0
AT3G15260,3168.0
AT5G51790,1662.0
AT5G37180,3913.0
AT3G45970,1083.5
AT1G17230,4492.0
AT3G33009,4244.0
AT5G38195,420.0
AT2G04045,558.0
AT4G21390,3432.0
AT3G19090,2607.0
AT3G51860,3555.5
AT2G44710,4461.0
AT2G05680,2523.0
AT5G35090,967.0
AT2G37520,5466.0
AT5G56380,2461.0
AT2G12190,1756.0
AT1G71950,1458.0
AT1G10930,7810.0
AT1G12260,3103.0
AT3G07890,3189.0
AT3G27840,597.0
AT1G80850,2154.0
AT2G25540,5422.0
AT5G41210,1785.0
AT1G03880,2396.0
AT1G34420,3434.0
AT5G61560,3863.0
AT2G20360,3611.0
AT5G40890,3650.0
AT3G20450,742.0
AT1G40095,6240.0
AT2G46870,1628.0
AT3G14110,1541.0
AT2G31290,2418.0
AT1G02190,2943.0
AT1G06720,6880.0
AT5G51630,5715.5
AT2G15440,1308.0
AT1G54870,1669.0
AT3G59950,3224.0
AT4G29840,1949.0
AT4G12020,8068.0
AT1G44478,898.0
AT1G56140,6587.0
AT3G24740,2761.0
AT3G29639,1397.5
AT2G02680,2646.0
AT2G24285,569.5
AT1G41795,3012.0
AT3G18900,2934.0
AT4G03310,3986.0
AT5G04170,2351.0
AT1G29280,1654.0
AT2G17320,2550.0
AT5G57050,2490.0
AT5G52882,5275.0
AT4G36470,1765.0
AT3G24230,3072.0
AT1G58561,4572.0
AT1G76170,2218.0
AT3G03350,3455.5
AT2G38290,2998.5
AT3G06290,7456.0
AT2G39180,2619.0
AT3G47130,1373.0
AT1G80780,1556.0
AT3G48475,1370.0
AT3G03340,3833.0
AT3G24730,1137.0
AT4G10820,901.0
AT3G27965,575.0
AT1G80070,9965.0
AT5G08310,2954.5
AT4G26750,2907.0
AT5G50580,2330.5
AT1G54115,2607.0
AT1G49260,1098.0
AT1G33410,9301.0
AT5G06580,5339.0
AT5G32345,9717.0
AT4G33280,2257.0
AT5G41710,1990.0
AT1G11950,4434.0
AT5G58510,6464.5
AT4G03923,726.0
AT4G29037,636.0
AT5G35116,2100.0
AT3G26860,597.5
AT1G01225,1473.0
AT3G26770,1867.0
AT2G07777,2150.0
AT5G09820,1961.0
AT5G34861,490.0
AT4G05410,2704.0
AT3G59510,1459.0
AT5G48830,2996.5
AT1G23100,700.0
AT2G24615,1654.0
AT2G43255,1607.0
AT1G23890,2034.0
AT3G56830,1723.0
AT3G60420,1605.0
AT2G23985,1721.0
AT4G03140,1722.0
AT3G49080,2631.0
AT3G42710,699.0
AT1G09520,1160.0
AT3G60400,2291.0
AT3G07780,2673.0
AT2G03040,923.0
AT5G18000,1478.5
AT4G01340,2423.0
AT2G03450,2280.0
AT2G32200,851.5
AT1G43724,864.0
AT2G40120,2709.0
AT3G18035,3043.0
AT2G07691,578.0
AT2G02610,2202.0
AT1G02950,1300.0
AT1G79080,2114.0
AT4G02200,1986.0
AT3G07660,5972.0
AT3G52360,1040.0
AT5G19090,2536.0
AT4G26970,5712.0
AT3G06370,3903.0
AT5G66670,1982.0
AT4G28030,1534.0
AT5G54290,2966.5
AT4G15270,1330.0
AT3G52060,1751.0
AT2G20410,2332.0
AT4G23210,2966.0
AT4G14670,2504.0
AT3G55460,3084.0
AT1G53600,2741.0
AT4G06586,599.0
AT1G13480,1532.0
AT3G46970,5240.0
AT1G48200,1574.0
AT5G01760,2618.0
AT2G47170,1904.0
AT3G23122,328.0
AT5G35710,878.0
AT2G07791,2472.0
AT4G11650,1373.0
AT5G47250,3188.0
AT1G29480,776.0
AT1G35920,2533.0
AT5G20690,2323.0
AT5G13520,2845.0
AT5G07030,2645.0
AT4G08036,309.0
AT5G41990,3040.0
AT1G35960,5299.0
AT3G61010,3929.0
AT3G32410,699.0
AT5G43530,5754.0
AT5G09210,2977.0
AT2G33835,3003.0
AT2G41450,3636.5
AT4G01840,2061.0
AT3G54400,2739.0
AT4G16857,1485.0
AT5G34851,5181.0
AT4G32650,3524.0
AT2G16580,2588.0
AT1G70860,907.5
AT2G38270,1985.0
AT2G21590,4086.0
AT1G65150,1962.5
AT1G21866,461.0
AT5G28590,2114.0
AT1G60980,1568.0
AT5G27890,2282.0
AT2G13125,427.0
AT2G29880,1214.0
AT3G29690,909.0
AT5G41071,183.0
AT5G11450,2231.5
AT2G47040,2345.0
AT2G38320,2710.5
AT1G63522,459.0
AT2G26320,899.0
AT4G14960,2009.0
AT4G24900,2806.5
AT4G16680,3597.0
AT1G36500,1436.0
AT5G24560,1282.0
AT2G20750,1874.0
AT4G11460,2803.0
AT2G07768,571.0
AT1G40133,2316.0
AT2G45695,946.0
AT4G32580,899.0
AT5G59500,1692.0
AT3G05530,2885.0
AT5G52000,2174.0
AT4G06578,3804.0
AT2G07626,545.0
AT1G03770,3013.0
AT5G44680,2093.0
AT4G22950,4181.0
AT2G01050,1548.0
AT4G08545,2568.0
AT2G22250,3123.0
AT2G24900,1017.0
AT5G03900,4242.0
AT5G22670,1494.0
AT5G37030,2326.0
AT4G15955,1888.0
AT1G19460,1251.0
AT3G60730,2384.0
AT1G21580,8663.0
AT5G64500,3372.0
AT1G53633,544.0
AT2G35380,1499.0
AT4G27550,4092.0
AT4G20130,2921.0
AT1G58602,19198.5
AT3G03310,3136.0
AT1G71695,2602.0
AT2G27530,1644.0
AT3G29550,1320.0
AT1G52290,2763.0
AT4G35270,4469.5
AT3G07710,438.0
AT5G32410,403.0
AT1G42400,936.0
AT3G47600,1982.5
AT5G58870,4188.0
AT1G61370,3883.0
AT5G25950,2171.0
AT1G23180,3916.0
AT5G13205,4071.0
AT4G34520,1638.0
AT3G30290,2317.0
AT1G68400,3216.0
AT5G03420,3314.0
AT4G33970,3108.0
AT4G24700,783.0
AT3G32890,2785.0
AT1G41723,582.0
AT3G04620,1620.0
AT3G12360,2497.5
AT5G61610,1356.0
AT3G32435,561.0
AT4G28360,2067.0
AT3G42610,700.0
AT1G31960,522.0
AT5G26150,2774.0
AT4G34830,6539.0
AT5G65340,1197.0
AT3G56230,1676.0
AT1G54760,486.0
AT2G46670,877.0
AT3G28955,868.0
AT4G22720,1965.5
AT1G12150,2024.0
AT3G15290,1642.5
AT5G18590,4380.5
AT4G26430,2638.0
AT5G35300,633.0
AT1G67235,598.0
AT5G28100,3774.0
AT3G45700,2556.0
AT5G24780,1490.0
AT5G35207,753.0
AT3G07920,1810.0
AT2G19790,1511.0
AT4G39780,1352.0
AT1G05835,670.0
AT1G36450,1625.0
AT4G10670,1536.0
AT1G50510,3225.0
AT2G03780,1877.0
AT5G44495,409.0
AT5G38950,358.0
AT5G02840,2923.0
AT1G65110,4575.0
AT1G77890,3878.0
AT4G13020,3864.0
AT1G10690,929.0
AT5G66540,3147.0
AT4G36220,2465.0
AT1G49100,3978.0
AT2G37580,1144.0
AT5G50200,1452.0
AT2G23945,1510.0
AT3G26100,3595.0
AT3G25780,1931.0
AT3G14480,528.0
AT4G06593,5949.0
AT2G24230,2996.0
AT2G21530,1357.0
AT2G21620,1735.5
AT4G08400,1575.0
AT1G42050,3209.0
AT5G42830,1838.0
AT1G50860,3846.0
AT4G39745,1039.0
AT4G26110,3338.0
AT1G08165,868.0
AT5G48790,2207.0
AT4G33625,1830.0
AT4G05310,1248.0
AT4G22180,1272.0
AT2G01970,3102.0
AT2G06840,4785.0
AT4G27080,4614.5
AT5G08500,3756.0
AT1G71710,5453.5
AT2G01023,120.0
AT5G43160,1834.5
AT4G06656,8466.0
AT2G28460,2302.0
AT1G09932,2739.0
AT3G02580,2108.0
AT2G14415,1020.0
AT4G06570,2229.0
AT5G60990,3011.0
AT5G13230,2471.0
AT2G35860,2360.0
AT1G37113,2291.0
AT4G39360,850.0
AT3G06760,1814.0
AT3G56690,5047.0
AT3G06140,2265.0
AT4G14630,1036.0
AT1G10260,722.0
AT4G01535,492.0
AT2G03320,397.5
AT2G13330,3248.0
AT5G67560,2180.0
AT4G12390,1851.0
AT1G47317,422.0
AT2G06255,2368.0
AT1G31812,1468.0
AT3G03530,2598.0
AT1G33420,2278.5
AT3G29798,385.0
AT4G04500,2549.0
AT1G75960,2000.0
AT1G26790,1510.0
AT1G58360,4132.0
AT5G04560,9406.0
AT3G14350,4411.0
AT3G27880,1381.0
AT4G02710,4115.0
AT5G47530,1688.0
AT2G38450,1073.0
AT4G39530,2942.0
AT2G25605,1884.0
AT1G34815,279.0
AT3G25815,3471.0
AT1G35580,3061.0
AT5G06360,2031.0
AT4G24644,165.0
AT4G01830,4350.0
AT1G67650,2833.0
AT3G50970,969.0
AT5G64460,2720.0
AT1G80555,786.0
AT1G21550,989.0
AT4G05080,1176.0
AT2G33685,381.0
AT4G06618,450.0
AT4G29120,1202.0
AT3G58340,1331.0
AT5G60870,2137.5
AT4G24470,2442.0
AT3G51990,1632.0
AT3G13110,1904.0
AT4G17720,2299.0
AT5G42480,3548.5
AT3G18770,3286.0
AT1G48270,2468.0
AT1G21200,2375.5
AT2G07740,1313.0
AT2G28840,2329.0
AT1G05580,3520.5
AT3G56920,2321.0
AT1G32070,1720.0
AT4G04393,2379.0
AT5G43810,5881.0
AT3G18040,3747.0
AT5G35560,6247.0
AT3G09070,2735.0
AT5G05370,1143.0
AT1G64200,1783.0
AT5G64530,2048.0
AT2G04550,1890.5
AT3G32970,1082.0
AT1G08420,7618.0
AT4G15975,1371.0
AT1G35625,1819.0
AT2G12205,224.0
AT5G55300,4926.0
AT3G24140,3057.5
AT2G16360,598.0
AT3G63480,3161.0
AT1G59460,784.0
AT5G62310,5532.0
AT1G04330,694.0
AT3G42181,219.0
AT5G20410,2321.0
AT3G24463,1359.0
AT5G64490,1084.0
AT1G70990,966.0
AT4G03981,2847.0
AT4G19038,1172.0
AT1G16460,3066.0
AT1G59580,1984.5
AT1G52720,1141.0
AT2G12720,2800.0
AT4G00752,3372.0
AT1G61930,964.0
AT4G08535,2556.0
AT2G10010,3505.0
AT1G47300,1412.0
AT5G43760,3211.0
AT3G29695,2445.0
AT3G16560,2748.0
AT4G09460,1351.0
AT1G30710,1876.0
AT2G47410,8985.5
AT3G62080,2603.0
AT1G79930,4107.0
AT3G57930,1987.0
AT2G40730,6473.0
AT1G04080,5232.0
AT2G29070,2319.0
AT5G03490,1869.0
AT4G20070,3370.5
AT2G46240,4088.0
AT5G13250,4663.0
AT1G30170,1731.0
AT1G27960,3660.0
AT3G51720,1735.0
AT4G29400,2001.0
AT1G44446,2856.5
AT5G52250,1580.0
AT3G05990,3244.0
AT1G34140,1380.0
AT1G73910,1369.0
AT5G35580,2159.5
AT5G48400,3443.0
AT5G49920,1535.0
AT3G21700,2099.0
AT2G10614,681.0
AT1G40131,4690.0
AT2G23300,3182.0
AT4G25030,2228.0
AT2G06715,2504.0
AT1G36480,1809.0
AT3G18750,3378.0
AT2G39630,2958.0
AT5G44320,2194.0
AT2G42680,1489.0
AT3G58180,2227.0
AT5G36775,459.0
AT1G54060,1765.0
AT2G40800,2768.0
AT2G40935,1578.0
AT4G13920,2757.0
