Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000026269	Ensembl Gene Model	MGI:1914170	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1	protein coding gene
ENSMUSG00000018678	Ensembl Gene Model	MGI:1926162	Sp2	Sp2 transcription factor	protein coding gene
ENSMUSG00000091019	Ensembl Gene Model	MGI:3643245	Gm7502	predicted gene 7502	pseudogene
ENSMUSG00000040327	Ensembl Gene Model	MGI:1925559	Cul9	cullin 9	protein coding gene
ENSMUSG00000028843	Ensembl Gene Model	MGI:1920973	Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3	protein coding gene
ENSMUSG00000075075	Ensembl Gene Model	MGI:3031393	Or4a80	olfactory receptor family 4 subfamily A member 80	protein coding gene
ENSMUSG00000100406	Ensembl Gene Model	MGI:5578826	Gm28120	predicted gene 28120	pseudogene
ENSMUSG00000045667	Ensembl Gene Model	MGI:2442764	Smtnl2	smoothelin-like 2	protein coding gene
ENSMUSG00000028180	Ensembl Gene Model	MGI:1858211	Zranb2	zinc finger, RAN-binding domain containing 2	protein coding gene
ENSMUSG00000101980	Ensembl Gene Model	MGI:5434086	Gm21922	predicted gene, 21922	pseudogene
ENSMUSG00000097427	Ensembl Gene Model	MGI:3643573	Gm6763	predicted gene 6763	protein coding gene
ENSMUSG00000039952	Ensembl Gene Model	MGI:101864	Dag1	dystroglycan 1	protein coding gene
ENSMUSG00000074738	Ensembl Gene Model	MGI:2444790	Fndc10	fibronectin type III domain containing 10	protein coding gene
ENSMUSG00000100042	Ensembl Gene Model	MGI:5580364	Gm29658	predicted gene 29658	pseudogene
ENSMUSG00000100018	Ensembl Gene Model	MGI:3646051	Gm7776	predicted gene 7776	pseudogene
ENSMUSG00000027564	Ensembl Gene Model	MGI:1922689	Cypt12	cysteine-rich perinuclear theca 12	protein coding gene
ENSMUSG00000045165	Ensembl Gene Model	MGI:2141979	AI467606	expressed sequence AI467606	protein coding gene
ENSMUSG00000062647	Ensembl Gene Model	MGI:1353472	Rpl7a	ribosomal protein L7A	protein coding gene
ENSMUSG00000020878	Ensembl Gene Model	MGI:1916547	Lrrc46	leucine rich repeat containing 46	protein coding gene
ENSMUSG00000006642	Ensembl Gene Model	MGI:1934960	Tcf23	transcription factor 23	protein coding gene
ENSMUSG00000005397	Ensembl Gene Model	MGI:97342	Nid1	nidogen 1	protein coding gene
ENSMUSG00000023017	Ensembl Gene Model	MGI:1194915	Asic1	acid-sensing ion channel 1	protein coding gene
ENSMUSG00000021556	Ensembl Gene Model	MGI:1917329	Golm1	golgi membrane protein 1	protein coding gene
ENSMUSG00000071773	Ensembl Gene Model	MGI:3580237	Rhox1	reproductive homeobox 1	protein coding gene
ENSMUSG00000103709	Ensembl Gene Model	MGI:97378	Nras-ps2	neuroblastoma ras oncogene, pseudogene 2	pseudogene
ENSMUSG00000112657	Ensembl Gene Model	MGI:3628444	BC106175	cDNA sequence BC106175	pseudogene
ENSMUSG00000038417	Ensembl Gene Model	MGI:2143585	Fig4	FIG4 phosphoinositide 5-phosphatase	protein coding gene
ENSMUSG00000082443	Ensembl Gene Model	MGI:3651368	Gm12604	predicted gene 12604	pseudogene
ENSMUSG00000036916	Ensembl Gene Model	MGI:2387585	Zfp280c	zinc finger protein 280C	protein coding gene
ENSMUSG00000003657	Ensembl Gene Model	MGI:101914	Calb2	calbindin 2	protein coding gene
ENSMUSG00000117241	Ensembl Gene Model	MGI:3644936	Gm9214	predicted gene 9214	pseudogene
ENSMUSG00000062279	Ensembl Gene Model	MGI:3641816	Gm10237	predicted gene 10237	pseudogene
ENSMUSG00000039254	Ensembl Gene Model	MGI:2138994	Pomt1	protein-O-mannosyltransferase 1	protein coding gene
ENSMUSG00000076476	Ensembl Gene Model	MGI:98589	Trbv20	T cell receptor beta, variable 20	gene segment
ENSMUSG00000043924	Ensembl Gene Model	MGI:2444888	Ncmap	noncompact myelin associated protein	protein coding gene
ENSMUSG00000106819	Ensembl Gene Model	MGI:5663635	Gm43498	predicted gene 43498	pseudogene
ENSMUSG00000093876	Ensembl Gene Model	MGI:4937297	Ighd5-3	immunoglobulin heavy diversity 5-3	pseudogenic gene segment
ENSMUSG00000037405	Ensembl Gene Model	MGI:96392	Icam1	intercellular adhesion molecule 1	protein coding gene
ENSMUSG00000101325	Ensembl Gene Model	MGI:5578756	Scgb2b4-ps	secretoglobin, family 2B, member 4, pseudogene	pseudogene
ENSMUSG00000017607	Ensembl Gene Model	MGI:2144377	Tns4	tensin 4	protein coding gene
ENSMUSG00000048806	Ensembl Gene Model	MGI:107657	Ifnb1	interferon beta 1, fibroblast	protein coding gene
ENSMUSG00000091194	Ensembl Gene Model	MGI:5012025	Gm19840	predicted gene, 19840	pseudogene
ENSMUSG00000100882	Ensembl Gene Model	MGI:5434205	Gm20849	predicted gene, 20849	pseudogene
ENSMUSG00000034591	Ensembl Gene Model	MGI:2442940	Slc41a2	solute carrier family 41, member 2	protein coding gene
ENSMUSG00000001248	Ensembl Gene Model	MGI:105490	Gramd1a	GRAM domain containing 1A	protein coding gene
ENSMUSG00000117989	Ensembl Gene Model	MGI:3647635	Gm9066	predicted gene 9066	pseudogene
ENSMUSG00000048377	Ensembl Gene Model	MGI:3028075	Foxi2	forkhead box I2	protein coding gene
ENSMUSG00000117500	Ensembl Gene Model	MGI:5010270	Gm18085	predicted gene, 18085	pseudogene
ENSMUSG00000081547	Ensembl Gene Model	MGI:3650791	Gm11553	predicted gene 11553	pseudogene
ENSMUSG00000099797	Ensembl Gene Model	MGI:3781324	Gm3145	predicted gene 3145	pseudogene
ENSMUSG00000055523	Ensembl Gene Model	MGI:106025	Gucy2g	guanylate cyclase 2g	protein coding gene
ENSMUSG00000019715	Ensembl Gene Model	MGI:1921662	Gle1	GLE1 RNA export mediator	protein coding gene
ENSMUSG00000082325	Ensembl Gene Model	MGI:3649275	Gm12642	predicted gene 12642	pseudogene
ENSMUSG00000049164	Ensembl Gene Model	MGI:1919922	Zfp518a	zinc finger protein 518A	protein coding gene
ENSMUSG00000050840	Ensembl Gene Model	MGI:1346069	Cdh20	cadherin 20	protein coding gene
ENSMUSG00000004651	Ensembl Gene Model	MGI:98880	Tyr	tyrosinase	protein coding gene
ENSMUSG00000103716	Ensembl Gene Model	MGI:5011615	Gm19430	predicted gene, 19430	pseudogene
ENSMUSG00000114593	Ensembl Gene Model	MGI:5011901	Gm19716	predicted gene, 19716	pseudogene
ENSMUSG00000097041	Ensembl Gene Model	MGI:103115	Pafah1b1-ps1	platelet-activating factor acetylhydrolase, isoform 1b, beta1 subunit, pseudogene 1	pseudogene
ENSMUSG00000078578	Ensembl Gene Model	MGI:1913355	Ube2d3	ubiquitin-conjugating enzyme E2D 3	protein coding gene
ENSMUSG00000031645	Ensembl Gene Model	MGI:99481	F11	coagulation factor XI	protein coding gene
ENSMUSG00000022514	Ensembl Gene Model	MGI:104975	Il1rap	interleukin 1 receptor accessory protein	protein coding gene
ENSMUSG00000070527	Ensembl Gene Model	MGI:2181178	Mkrn3	makorin, ring finger protein, 3	protein coding gene
ENSMUSG00000045126	Ensembl Gene Model	MGI:3031279	Or5b12b	olfactory receptor family 5 subfamily B member 12B	protein coding gene
ENSMUSG00000074870	Ensembl Gene Model	MGI:2151929	Cts3	cathepsin 3	protein coding gene
ENSMUSG00000071691	Ensembl Gene Model	MGI:2685806	Top6bl	TOP6B like initiator of meiotic double strand breaks	protein coding gene
ENSMUSG00000040537	Ensembl Gene Model	MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	protein coding gene
ENSMUSG00000025393	Ensembl Gene Model	MGI:107801	Atp5f1b	ATP synthase F1 subunit beta	protein coding gene
ENSMUSG00000110416	Ensembl Gene Model	MGI:5011433	Gm19248	predicted gene, 19248	pseudogene
ENSMUSG00000080069	Ensembl Gene Model	MGI:2684887	Gm41	predicted pseudogene 41	pseudogene
ENSMUSG00000046546	Ensembl Gene Model	MGI:2676309	Fam43a	family with sequence similarity 43, member A	protein coding gene
ENSMUSG00000020672	Ensembl Gene Model	MGI:1919541	Sntg2	syntrophin, gamma 2	protein coding gene
ENSMUSG00000025665	Ensembl Gene Model	MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	protein coding gene
ENSMUSG00000092541	Ensembl Gene Model	MGI:5142002	Gm20537	predicted gene 20537	protein coding gene
ENSMUSG00000108240	Ensembl Gene Model	MGI:3645578	Gm5317	predicted gene 5317	pseudogene
ENSMUSG00000046650	Ensembl Gene Model	MGI:3031274	Or5an6	olfactory receptor family 5 subfamily AN member 6	protein coding gene
ENSMUSG00000117856	Ensembl Gene Model	MGI:3647230	Gm6937	predicted pseudogene 6937	pseudogene
ENSMUSG00000116780	Ensembl Gene Model	MGI:3781595	Dynlt2a3	dynein light chain Tctex-type 2A3	protein coding gene
ENSMUSG00000024304	Ensembl Gene Model	MGI:88355	Cdh2	cadherin 2	protein coding gene
ENSMUSG00000037262	Ensembl Gene Model	MGI:96676	Kin	Kin17 DNA and RNA binding protein	protein coding gene
ENSMUSG00000035454	Ensembl Gene Model	MGI:1920745	Samt3	spermatogenesis associated multipass transmembrane protein 3	protein coding gene
ENSMUSG00000029551	Ensembl Gene Model	MGI:1913756	Psmg3	proteasome (prosome, macropain) assembly chaperone 3	protein coding gene
ENSMUSG00000062006	Ensembl Gene Model	MGI:1915686	Rpl34	ribosomal protein L34	protein coding gene
ENSMUSG00000051727	Ensembl Gene Model	MGI:1289222	Kctd14	potassium channel tetramerisation domain containing 14	protein coding gene
ENSMUSG00000076487	Ensembl Gene Model	MGI:4439566	Trbj1-5	T cell receptor beta joining 1-5	gene segment
ENSMUSG00000081678	Ensembl Gene Model	MGI:3649444	Gm12959	predicted gene 12959	pseudogene
ENSMUSG00000069266	Ensembl Gene Model	MGI:2448420	H4c2	H4 clustered histone 2	protein coding gene
ENSMUSG00000102304	Ensembl Gene Model	MGI:5595002	Gm35843	predicted gene, 35843	pseudogene
ENSMUSG00000108833	Ensembl Gene Model	MGI:5010094	Gm17909	predicted gene, 17909	pseudogene
ENSMUSG00000024953	Ensembl Gene Model	MGI:1859821	Prdx5	peroxiredoxin 5	protein coding gene
ENSMUSG00000117540	Ensembl Gene Model	MGI:3643917	Gm9360	predicted gene 9360	pseudogene
ENSMUSG00000026726	Ensembl Gene Model	MGI:1931256	Cubn	cubilin	protein coding gene
ENSMUSG00000111833	Ensembl Gene Model	MGI:6098516	Gm48805	predicted gene, 48805	pseudogene
ENSMUSG00000112839	Ensembl Gene Model	MGI:6096033	Gm47222	predicted gene, 47222	pseudogene
ENSMUSG00000030222	Ensembl Gene Model	MGI:2665139	Rerg	RAS-like, estrogen-regulated, growth-inhibitor	protein coding gene
ENSMUSG00000090519	Ensembl Gene Model	MGI:4937888	Gm17061	predicted gene 17061	pseudogene
ENSMUSG00000038797	Ensembl Gene Model	MGI:99176	Zscan2	zinc finger and SCAN domain containing 2	protein coding gene
ENSMUSG00000095159	Ensembl Gene Model	MGI:3642800	Tubb4b-ps1	tubulin, beta 4B class IVB, pseudogene 1	pseudogene
ENSMUSG00000001555	Ensembl Gene Model	MGI:104769	Fkbp10	FK506 binding protein 10	protein coding gene
ENSMUSG00000053830	old symbol	MGI:3704365	Gm9923	predicted pseudogene 9923	pseudogene
ENSMUSG00000053830	Ensembl Gene Model	MGI:3704365	Gm9923	predicted pseudogene 9923	pseudogene
ENSMUSG00000101927	Ensembl Gene Model	MGI:5579698	Gm28992	predicted gene 28992	pseudogene
ENSMUSG00000095774	Ensembl Gene Model	MGI:3030804	Or8g37	olfactory receptor family 8 subfamily G member 37	protein coding gene
ENSMUSG00000022992	Ensembl Gene Model	MGI:1916862	Kansl2	KAT8 regulatory NSL complex subunit 2	protein coding gene
ENSMUSG00000094254	Ensembl Gene Model	MGI:3030803	Or8g54	olfactory receptor family 8 subfamily G member 54	protein coding gene
ENSMUSG00000024451	Ensembl Gene Model	MGI:2147274	Arap3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein coding gene
ENSMUSG00000094354	Ensembl Gene Model	MGI:5434046	Gm21882	predicted gene, 21882	protein coding gene
ENSMUSG00000018322	Ensembl Gene Model	MGI:1914395	Tomm34	translocase of outer mitochondrial membrane 34	protein coding gene
ENSMUSG00000094902	Ensembl Gene Model	MGI:3644598	Igkv10-95	immunoglobulin kappa variable 10-95	gene segment
ENSMUSG00000045246	Ensembl Gene Model	MGI:1913983	Kcng4	potassium voltage-gated channel, subfamily G, member 4	protein coding gene
ENSMUSG00000083666	Ensembl Gene Model	MGI:3649955	Gm12358	predicted gene 12358	pseudogene
ENSMUSG00000103892	Ensembl Gene Model	MGI:5590731	Gm31572	predicted gene, 31572	pseudogene
ENSMUSG00000068969	Ensembl Gene Model	MGI:98039	Rpl32-ps	ribosomal protein L32, pseudogene	pseudogene
ENSMUSG00000036138	Ensembl Gene Model	MGI:2148491	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	protein coding gene
ENSMUSG00000082783	Ensembl Gene Model	MGI:3648387	Gm9126	predicted pseudogene 9126	pseudogene
ENSMUSG00000111190	Ensembl Gene Model	MGI:3030781	Or8g29-ps1	olfactory receptor family 8 subfamily G member 29, pseudogene 1	polymorphic pseudogene
ENSMUSG00000118143	Ensembl Gene Model	MGI:6302865	Gm50124	predicted gene, 50124	pseudogene
ENSMUSG00000102497	Ensembl Gene Model	MGI:4439855	Ighv13-1	immunoglobulin heavy variable 13-1	gene segment
ENSMUSG00000002190	Ensembl Gene Model	MGI:107472	Clgn	calmegin	protein coding gene
ENSMUSG00000102301	Ensembl Gene Model	MGI:3647474	Ighv8-2	immunoglobulin heavy variable V8-2	gene segment
ENSMUSG00000034321	Ensembl Gene Model	MGI:1913833	Exosc1	exosome component 1	protein coding gene
ENSMUSG00000115334	Ensembl Gene Model	MGI:5010108	Gm17923	predicted gene, 17923	pseudogene
ENSMUSG00000058569	Ensembl Gene Model	MGI:1914761	Tmed9	transmembrane p24 trafficking protein 9	protein coding gene
ENSMUSG00000050174	Ensembl Gene Model	MGI:2387618	Nudt6	nudix hydrolase 6	protein coding gene
ENSMUSG00000041329	Ensembl Gene Model	MGI:88109	Atp1b2	ATPase, Na+/K+ transporting, beta 2 polypeptide	protein coding gene
ENSMUSG00000048106	Ensembl Gene Model	MGI:1918058	4632415L05Rik	RIKEN cDNA 4632415L05 gene	pseudogene
ENSMUSG00000103819	Ensembl Gene Model	MGI:5611236	Gm38008	predicted gene, 38008	pseudogene
ENSMUSG00000035606	Ensembl Gene Model	MGI:96709	Ky	kyphoscoliosis peptidase	protein coding gene
ENSMUSG00000075107	Ensembl Gene Model	MGI:3031050	Or4c111	olfactory receptor family 4 subfamily C member 111	protein coding gene
ENSMUSG00000084197	Ensembl Gene Model	MGI:97148	Marcksl1-ps5	MARCKS-like 1, pseudogene 5	pseudogene
ENSMUSG00000108225	Ensembl Gene Model	MGI:5690318	Gm43926	predicted gene, 43926	pseudogene
ENSMUSG00000066720	Ensembl Gene Model	MGI:1913100	Cldn9	claudin 9	protein coding gene
ENSMUSG00000081334	Ensembl Gene Model	MGI:4439040	Vmn1r-ps94	vomeronasal 1 receptor, pseudogene 94	pseudogene
ENSMUSG00000020009	Ensembl Gene Model	MGI:107655	Ifngr1	interferon gamma receptor 1	protein coding gene
ENSMUSG00000096833	Ensembl Gene Model	MGI:2686370	Igkv4-55	immunoglobulin kappa variable 4-55	gene segment
ENSMUSG00000062554	Ensembl Gene Model	MGI:3651049	Gm12751	predicted gene 12751	pseudogene
ENSMUSG00000042371	Ensembl Gene Model	MGI:1926089	Slc5a10	solute carrier family 5 (sodium/glucose cotransporter), member 10	protein coding gene
ENSMUSG00000030549	Ensembl Gene Model	MGI:1888517	Rhcg	Rhesus blood group-associated C glycoprotein	protein coding gene
ENSMUSG00000091775	Ensembl Gene Model	MGI:3641930	Gm16494	predicted gene 16494	pseudogene
ENSMUSG00000028071	Ensembl Gene Model	MGI:1351596	Sh2d2a	SH2 domain containing 2A	protein coding gene
ENSMUSG00000020964	Ensembl Gene Model	MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	protein coding gene
ENSMUSG00000105551	Ensembl Gene Model	MGI:5663336	Gm43199	predicted gene 43199	pseudogene
ENSMUSG00000092118	Ensembl Gene Model	MGI:3689889	Fancf	Fanconi anemia, complementation group F	protein coding gene
ENSMUSG00000062753	Ensembl Gene Model	MGI:2146839	Smim29	small integral membrane protein 29	protein coding gene
ENSMUSG00000020925	Ensembl Gene Model	MGI:1289318	Ccdc43	coiled-coil domain containing 43	protein coding gene
ENSMUSG00000024317	Ensembl Gene Model	MGI:1929211	Rnf138	ring finger protein 138	protein coding gene
ENSMUSG00000024292	Ensembl Gene Model	MGI:1927669	Cyp4f14	cytochrome P450, family 4, subfamily f, polypeptide 14	protein coding gene
ENSMUSG00000033208	Ensembl Gene Model	MGI:98217	S100b	S100 protein, beta polypeptide, neural	protein coding gene
ENSMUSG00000031196	Ensembl Gene Model	MGI:88383	F8	coagulation factor VIII	protein coding gene
ENSMUSG00000025810	Ensembl Gene Model	MGI:106206	Nrp1	neuropilin 1	protein coding gene
ENSMUSG00000003421	Ensembl Gene Model	MGI:1913644	Nosip	nitric oxide synthase interacting protein	protein coding gene
ENSMUSG00000114901	Ensembl Gene Model	MGI:6096427	Gm47462	predicted gene, 47462	pseudogene
ENSMUSG00000000320	Ensembl Gene Model	MGI:87998	Alox12	arachidonate 12-lipoxygenase	protein coding gene
ENSMUSG00000114272	Ensembl Gene Model	MGI:5595863	Gm36704	predicted gene, 36704	lncRNA gene
ENSMUSG00000063882	Ensembl Gene Model	MGI:1913826	Uqcrh	ubiquinol-cytochrome c reductase hinge protein	protein coding gene
ENSMUSG00000034377	Ensembl Gene Model	MGI:1916092	Tulp4	tubby like protein 4	protein coding gene
ENSMUSG00000008393	Ensembl Gene Model	MGI:1196368	Carhsp1	calcium regulated heat stable protein 1	protein coding gene
ENSMUSG00000036972	Ensembl Gene Model	MGI:107201	Zic4	zinc finger protein of the cerebellum 4	protein coding gene
ENSMUSG00000034462	Ensembl Gene Model	MGI:1099818	Pkd2	polycystin 2, transient receptor potential cation channel	protein coding gene
ENSMUSG00000030366	Ensembl Gene Model	MGI:1914565	Ceacam12	CEA cell adhesion molecule 12	protein coding gene
ENSMUSG00000075415	Ensembl Gene Model	MGI:109606	Fnbp1	formin binding protein 1	protein coding gene
ENSMUSG00000094238	Ensembl Gene Model	MGI:3646126	Rps12-ps11	ribosomal protein S12, pseudogene 11	pseudogene
ENSMUSG00000104166	Ensembl Gene Model	MGI:5611475	Gm38247	predicted gene, 38247	pseudogene
ENSMUSG00000102025	Ensembl Gene Model	MGI:5580281	Gm29575	predicted gene 29575	pseudogene
ENSMUSG00000104082	Ensembl Gene Model	MGI:3646388	Gm7115	predicted gene 7115	pseudogene
ENSMUSG00000103350	Ensembl Gene Model	MGI:5610824	Tdpoz6	TD and POZ domain containing 6	protein coding gene
ENSMUSG00000114950	Ensembl Gene Model	MGI:6096891	Gm47747	predicted gene, 47747	pseudogene
ENSMUSG00000108331	Ensembl Gene Model	MGI:3645680	Gm5322	predicted gene 5322	pseudogene
ENSMUSG00000062054	Ensembl Gene Model	MGI:1914982	Iah1	isoamyl acetate-hydrolyzing esterase 1 homolog	protein coding gene
ENSMUSG00000086176	Ensembl Gene Model	MGI:3704268	Gm15534	predicted gene 15534	pseudogene
ENSMUSG00000020781	Ensembl Gene Model	MGI:1923515	Tsen54	tRNA splicing endonuclease subunit 54	protein coding gene
ENSMUSG00000070828	Ensembl Gene Model	MGI:3708485	Zscan4f	zinc finger and SCAN domain containing 4F	protein coding gene
ENSMUSG00000117822	Ensembl Gene Model	MGI:2388571	Eef1a1-ps1	eukaryotic translation elongation factor 1 alpha 1, pseudogene 1	pseudogene
ENSMUSG00000037857	Ensembl Gene Model	MGI:1915814	Nufip2	nuclear FMR1 interacting protein 2	protein coding gene
ENSMUSG00000055214	Ensembl Gene Model	MGI:2442056	Pld5	phospholipase D family member 5	protein coding gene
ENSMUSG00000027574	Ensembl Gene Model	MGI:1915372	Nkain4	Na+/K+ transporting ATPase interacting 4	protein coding gene
ENSMUSG00000032353	Ensembl Gene Model	MGI:1913361	Tmed3	transmembrane p24 trafficking protein 3	protein coding gene
ENSMUSG00000117307	Ensembl Gene Model	MGI:6270505	Gm49837	predicted gene, 49837	pseudogene
ENSMUSG00000074849	Ensembl Gene Model	MGI:3588241	Spata31d1c	spermatogenesis associated 31 subfamily D, member 1C	protein coding gene
ENSMUSG00000090619	Ensembl Gene Model	MGI:3647050	Vmn2r60	vomeronasal 2, receptor 60	protein coding gene
ENSMUSG00000015714	Ensembl Gene Model	MGI:1924143	Cers2	ceramide synthase 2	protein coding gene
ENSMUSG00000079388	Ensembl Gene Model	MGI:1914305	2610042L04Rik	RIKEN cDNA 2610042L04 gene	protein coding gene
ENSMUSG00000109528	Ensembl Gene Model	MGI:3031143	Or4f15	olfactory receptor family 4 subfamily F member 15	protein coding gene
ENSMUSG00000027799	Ensembl Gene Model	MGI:1347075	Nbea	neurobeachin	protein coding gene
ENSMUSG00000042477	Ensembl Gene Model	MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	protein coding gene
ENSMUSG00000026799	Ensembl Gene Model	MGI:1916225	Med27	mediator complex subunit 27	protein coding gene
